t;s
s;
0,0110833333333333;0,409515380859375
0,0111666666666667;0,409698486328125
0,01125;0,409698486328125
0,0113333333333333;0,4097900390625
0,0114166666666667;0,409637451171875
0,0115;0,409576416015625
0,0115833333333333;0,40936279296875
0,0116666666666667;0,4090576171875
0,01175;0,4088134765625
0,0118333333333333;0,408447265625
0,0119166666666667;0,40789794921875
0,012;0,407470703125
0,0120833333333333;0,4068603515625
0,0121666666666667;0,406219482421875
0,01225;0,40557861328125
0,0123333333333333;0,40478515625
0,0124166666666667;0,40411376953125
0,0125;0,403228759765625
0,0125833333333333;0,40234375
0,0126666666666667;0,4014892578125
0,01275;0,400421142578125
0,0128333333333333;0,399505615234375
0,0129166666666667;0,3984375
0,013;0,397308349609375
0,0130833333333333;0,396209716796875
0,0131666666666667;0,39495849609375
0,01325;0,393646240234375
0,0133333333333333;0,39239501953125
0,0134166666666667;0,3909912109375
0,0135;0,389617919921875
0,0135833333333333;0,388275146484375
0,0136666666666667;0,386749267578125
0,01375;0,38525390625
0,0138333333333333;0,38372802734375
0,0139166666666667;0,382049560546875
0,014;0,3804931640625
0,0140833333333333;0,37872314453125
0,0141666666666667;0,376983642578125
0,01425;0,375213623046875
0,0143333333333333;0,373260498046875
0,0144166666666667;0,37139892578125
0,0145;0,369384765625
0,0145833333333333;0,367340087890625
0,0146666666666667;0,365234375
0,01475;0,36297607421875
0,0148333333333333;0,360748291015625
0,0149166666666667;0,3583984375
0,015;0,35595703125
0,0150833333333333;0,353515625
0,0151666666666667;0,35101318359375
0,01525;0,348358154296875
0,0153333333333333;0,34576416015625
0,0154166666666667;0,343017578125
0,0155;0,3402099609375
0,0155833333333333;0,33740234375
0,0156666666666667;0,33453369140625
0,01575;0,331695556640625
0,0158333333333333;0,3287353515625
0,0159166666666667;0,325836181640625
0,016;0,322906494140625
0,0160833333333333;0,31982421875
0,0161666666666667;0,31683349609375
0,01625;0,31378173828125
0,0163333333333333;0,31060791015625
0,0164166666666667;0,307525634765625
0,0165;0,3043212890625
0,0165833333333333;0,30108642578125
0,0166666666666667;0,2978515625
0,01675;0,2945556640625
0,0168333333333333;0,291229248046875
0,0169166666666667;0,287933349609375
0,017;0,28448486328125
0,0170833333333333;0,281097412109375
0,0171666666666667;0,27764892578125
0,01725;0,27410888671875
0,0173333333333333;0,270660400390625
0,0174166666666667;0,267059326171875
0,0175;0,263458251953125
0,0175833333333333;0,25982666015625
0,0176666666666667;0,256072998046875
0,01775;0,25238037109375
0,0178333333333333;0,24859619140625
0,0179166666666667;0,244842529296875
0,018;0,24102783203125
0,0180833333333333;0,237091064453125
0,0181666666666667;0,233184814453125
0,01825;0,229278564453125
0,0183333333333333;0,22528076171875
0,0184166666666667;0,221282958984375
0,0185;0,21728515625
0,0185833333333333;0,213165283203125
0,0186666666666667;0,2091064453125
0,01875;0,204925537109375
0,0188333333333333;0,200775146484375
0,0189166666666667;0,196563720703125
0,019;0,192291259765625
0,0190833333333333;0,1881103515625
0,0191666666666667;0,183746337890625
0,01925;0,179443359375
0,0193333333333333;0,175079345703125
0,0194166666666667;0,170654296875
0,0195;0,166290283203125
0,0195833333333333;0,161865234375
0,0196666666666667;0,157379150390625
0,01975;0,1529541015625
0,0198333333333333;0,14837646484375
0,0199166666666667;0,14385986328125
0,02;0,13934326171875
0,0200833333333333;0,134735107421875
0,0201666666666667;0,130218505859375
0,02025;0,1256103515625
0,0203333333333333;0,1209716796875
0,0204166666666667;0,1163330078125
0,0205;0,1116943359375
0,0205833333333333;0,10699462890625
0,0206666666666667;0,10235595703125
0,02075;0,097625732421875
0,0208333333333333;0,09295654296875
0,0209166666666667;0,088287353515625
0,021;0,08349609375
0,0210833333333333;0,078826904296875
0,0211666666666667;0,0740966796875
0,02125;0,069366455078125
0,0213333333333333;0,064666748046875
0,0214166666666667;0,059906005859375
0,0215;0,055206298828125
0,0215833333333333;0,050445556640625
0,0216666666666667;0,045654296875
0,02175;0,040863037109375
0,0218333333333333;0,03607177734375
0,0219166666666667;0,03125
0,022;0,0264892578125
0,0220833333333333;0,021636962890625
0,0221666666666667;0,016845703125
0,02225;0,011993408203125
0,0223333333333333;0,00714111328125
0,0224166666666667;0,0023193359375
0,0225;-0,0025634765625
0,0225833333333333;-0,007415771484375
0,0226666666666667;-0,01226806640625
0,02275;-0,017181396484375
0,0228333333333333;-0,022064208984375
0,0229166666666667;-0,02691650390625
0,023;-0,03179931640625
0,0230833333333333;-0,03668212890625
0,0231666666666667;-0,041595458984375
0,02325;-0,046539306640625
0,0233333333333333;-0,051422119140625
0,0234166666666667;-0,056365966796875
0,0235;-0,061248779296875
0,0235833333333333;-0,066162109375
0,0236666666666667;-0,07110595703125
0,02375;-0,076019287109375
0,0238333333333333;-0,0809326171875
0,0239166666666667;-0,085906982421875
0,024;-0,0908203125
0,0240833333333333;-0,095794677734375
0,0241666666666667;-0,100738525390625
0,02425;-0,105712890625
0,0243333333333333;-0,1107177734375
0,0244166666666667;-0,115692138671875
0,0245;-0,1207275390625
0,0245833333333333;-0,125701904296875
0,0246666666666667;-0,130767822265625
0,02475;-0,135772705078125
0,0248333333333333;-0,140838623046875
0,0249166666666667;-0,1458740234375
0,025;-0,150909423828125
0,0250833333333333;-0,15594482421875
0,0251666666666667;-0,160980224609375
0,02525;-0,165985107421875
0,0253333333333333;-0,170989990234375
0,0254166666666667;-0,176025390625
0,0255;-0,1810302734375
0,0255833333333333;-0,186004638671875
0,0256666666666667;-0,19097900390625
0,02575;-0,195953369140625
0,0258333333333333;-0,200897216796875
0,0259166666666667;-0,205810546875
0,026;-0,21075439453125
0,0260833333333333;-0,215606689453125
0,0261666666666667;-0,220489501953125
0,02625;-0,225311279296875
0,0263333333333333;-0,2301025390625
0,0264166666666667;-0,234893798828125
0,0265;-0,239654541015625
0,0265833333333333;-0,24432373046875
0,0266666666666667;-0,248992919921875
0,02675;-0,25360107421875
0,0268333333333333;-0,258209228515625
0,0269166666666667;-0,262725830078125
0,027;-0,267181396484375
0,0270833333333333;-0,27166748046875
0,0271666666666667;-0,27606201171875
0,02725;-0,28045654296875
0,0273333333333333;-0,284820556640625
0,0274166666666667;-0,289093017578125
0,0275;-0,29339599609375
0,0275833333333333;-0,297698974609375
0,0276666666666667;-0,301910400390625
0,02775;-0,306121826171875
0,0278333333333333;-0,310302734375
0,0279166666666667;-0,31439208984375
0,028;-0,31854248046875
0,0280833333333333;-0,32257080078125
0,0281666666666667;-0,326629638671875
0,02825;-0,330657958984375
0,0283333333333333;-0,334625244140625
0,0284166666666667;-0,338592529296875
0,0285;-0,342529296875
0,0285833333333333;-0,3463134765625
0,0286666666666667;-0,350250244140625
0,02875;-0,353973388671875
0,0288333333333333;-0,35772705078125
0,0289166666666667;-0,361480712890625
0,029;-0,365142822265625
0,0290833333333333;-0,368865966796875
0,0291666666666667;-0,37249755859375
0,02925;-0,37603759765625
0,0293333333333333;-0,379638671875
0,0294166666666667;-0,383148193359375
0,0295;-0,386688232421875
0,0295833333333333;-0,39013671875
0,0296666666666667;-0,393585205078125
0,02975;-0,39703369140625
0,0298333333333333;-0,40045166015625
0,0299166666666667;-0,403717041015625
0,03;-0,407135009765625
0,0300833333333333;-0,410400390625
0,0301666666666667;-0,413665771484375
0,03025;-0,416961669921875
0,0303333333333333;-0,420074462890625
0,0304166666666667;-0,42327880859375
0,0305;-0,4263916015625
0,0305833333333333;-0,429412841796875
0,0306666666666667;-0,43255615234375
0,03075;-0,435546875
0,0308333333333333;-0,438568115234375
0,0309166666666667;-0,441497802734375
0,031;-0,444427490234375
0,0310833333333333;-0,44732666015625
0,0311666666666667;-0,4501953125
0,03125;-0,452972412109375
0,0313333333333333;-0,455810546875
0,0314166666666667;-0,458465576171875
0,0315;-0,461212158203125
0,0315833333333333;-0,463897705078125
0,0316666666666667;-0,4664306640625
0,03175;-0,469085693359375
0,0318333333333333;-0,471649169921875
0,0319166666666667;-0,474090576171875
0,032;-0,476654052734375
0,0320833333333333;-0,47900390625
0,0321666666666667;-0,4813232421875
0,03225;-0,483673095703125
0,0323333333333333;-0,485870361328125
0,0324166666666667;-0,488128662109375
0,0325;-0,490264892578125
0,0325833333333333;-0,492279052734375
0,0326666666666667;-0,49432373046875
0,03275;-0,4962158203125
0,0328333333333333;-0,49822998046875
0,0329166666666667;-0,500030517578125
0,033;-0,501800537109375
0,0330833333333333;-0,503570556640625
0,0331666666666667;-0,505157470703125
0,03325;-0,5067138671875
0,0333333333333333;-0,508331298828125
0,0334166666666667;-0,509796142578125
0,0335;-0,51123046875
0,0335833333333333;-0,512664794921875
0,0336666666666667;-0,513916015625
0,03375;-0,515228271484375
0,0338333333333333;-0,516448974609375
0,0339166666666667;-0,517547607421875
0,034;-0,51873779296875
0,0340833333333333;-0,519744873046875
0,0341666666666667;-0,520751953125
0,03425;-0,521759033203125
0,0343333333333333;-0,5225830078125
0,0344166666666667;-0,523529052734375
0,0345;-0,524322509765625
0,0345833333333333;-0,525054931640625
0,0346666666666667;-0,52581787109375
0,03475;-0,526397705078125
0,0348333333333333;-0,52703857421875
0,0349166666666667;-0,527618408203125
0,035;-0,5279541015625
0,0350833333333333;-0,5284423828125
0,0351666666666667;-0,52886962890625
0,03525;-0,52911376953125
0,0353333333333333;-0,529449462890625
0,0354166666666667;-0,52960205078125
0,0355;-0,529754638671875
0,0355833333333333;-0,5299072265625
0,0356666666666667;-0,5299072265625
0,03575;-0,530029296875
0,0358333333333333;-0,52996826171875
0,0359166666666667;-0,52978515625
0,036;-0,52972412109375
0,0360833333333333;-0,529449462890625
0,0361666666666667;-0,52935791015625
0,03625;-0,52911376953125
0,0363333333333333;-0,528778076171875
0,0364166666666667;-0,52850341796875
0,0365;-0,528045654296875
0,0365833333333333;-0,52752685546875
0,0366666666666667;-0,52716064453125
0,03675;-0,526519775390625
0,0368333333333333;-0,526031494140625
0,0369166666666667;-0,525390625
0,037;-0,52471923828125
0,0370833333333333;-0,523956298828125
0,0371666666666667;-0,523193359375
0,03725;-0,522216796875
0,0373333333333333;-0,521453857421875
0,0374166666666667;-0,52044677734375
0,0375;-0,51947021484375
0,0375833333333333;-0,5184326171875
0,0376666666666667;-0,51727294921875
0,03775;-0,51617431640625
0,0378333333333333;-0,51495361328125
0,0379166666666667;-0,513671875
0,038;-0,512451171875
0,0380833333333333;-0,51092529296875
0,0381666666666667;-0,50958251953125
0,03825;-0,50811767578125
0,0383333333333333;-0,506500244140625
0,0384166666666667;-0,50506591796875
0,0385;-0,503448486328125
0,0385833333333333;-0,501708984375
0,0386666666666667;-0,50018310546875
0,03875;-0,498321533203125
0,0388333333333333;-0,49652099609375
0,0389166666666667;-0,494781494140625
0,039;-0,492828369140625
0,0390833333333333;-0,490966796875
0,0391666666666667;-0,48895263671875
0,03925;-0,486907958984375
0,0393333333333333;-0,48486328125
0,0394166666666667;-0,48260498046875
0,0395;-0,480499267578125
0,0395833333333333;-0,47821044921875
0,0396666666666667;-0,475921630859375
0,03975;-0,47357177734375
0,0398333333333333;-0,4710693359375
0,0399166666666667;-0,468536376953125
0,04;-0,466064453125
0,0400833333333333;-0,463348388671875
0,0401666666666667;-0,46075439453125
0,04025;-0,458038330078125
0,0403333333333333;-0,455291748046875
0,0404166666666667;-0,452423095703125
0,0405;-0,4495849609375
0,0405833333333333;-0,446563720703125
0,0406666666666667;-0,443695068359375
0,04075;-0,44061279296875
0,0408333333333333;-0,437591552734375
0,0409166666666667;-0,434417724609375
0,041;-0,431243896484375
0,0410833333333333;-0,4281005859375
0,0411666666666667;-0,4248046875
0,04125;-0,421478271484375
0,0413333333333333;-0,418212890625
0,0414166666666667;-0,414703369140625
0,0415;-0,411346435546875
0,0415833333333333;-0,407928466796875
0,0416666666666667;-0,404296875
0,04175;-0,40081787109375
0,0418333333333333;-0,397216796875
0,0419166666666667;-0,393524169921875
0,042;-0,389984130859375
0,0420833333333333;-0,38616943359375
0,0421666666666667;-0,382415771484375
0,04225;-0,378692626953125
0,0423333333333333;-0,37481689453125
0,0424166666666667;-0,371063232421875
0,0425;-0,36712646484375
0,0425833333333333;-0,36322021484375
0,0426666666666667;-0,35931396484375
0,04275;-0,355255126953125
0,0428333333333333;-0,351348876953125
0,0429166666666667;-0,3472900390625
0,043;-0,34320068359375
0,0430833333333333;-0,339080810546875
0,0431666666666667;-0,3349609375
0,04325;-0,33074951171875
0,0433333333333333;-0,326629638671875
0,0434166666666667;-0,32232666015625
0,0435;-0,318084716796875
0,0435833333333333;-0,313873291015625
0,0436666666666667;-0,309478759765625
0,04375;-0,30517578125
0,0438333333333333;-0,300811767578125
0,0439166666666667;-0,29632568359375
0,044;-0,291961669921875
0,0440833333333333;-0,287445068359375
0,0441666666666667;-0,282989501953125
0,04425;-0,27850341796875
0,0443333333333333;-0,273956298828125
0,0444166666666667;-0,269378662109375
0,0445;-0,26483154296875
0,0445833333333333;-0,260223388671875
0,0446666666666667;-0,25567626953125
0,04475;-0,251007080078125
0,0448333333333333;-0,246368408203125
0,0449166666666667;-0,24169921875
0,045;-0,236907958984375
0,0450833333333333;-0,23223876953125
0,0451666666666667;-0,22747802734375
0,04525;-0,22271728515625
0,0453333333333333;-0,217987060546875
0,0454166666666667;-0,21307373046875
0,0455;-0,208282470703125
0,0455833333333333;-0,203460693359375
0,0456666666666667;-0,198577880859375
0,04575;-0,193756103515625
0,0458333333333333;-0,1888427734375
0,0459166666666667;-0,1839599609375
0,046;-0,1790771484375
0,0460833333333333;-0,17413330078125
0,0461666666666667;-0,169281005859375
0,04625;-0,16436767578125
0,0463333333333333;-0,159423828125
0,0464166666666667;-0,154510498046875
0,0465;-0,14959716796875
0,0465833333333333;-0,144683837890625
0,0466666666666667;-0,1397705078125
0,04675;-0,134796142578125
0,0468333333333333;-0,1298828125
0,0469166666666667;-0,124908447265625
0,047;-0,11993408203125
0,0470833333333333;-0,114959716796875
0,0471666666666667;-0,109954833984375
0,04725;-0,104888916015625
0,0473333333333333;-0,099884033203125
0,0474166666666667;-0,094818115234375
0,0475;-0,08978271484375
0,0475833333333333;-0,084716796875
0,0476666666666667;-0,079620361328125
0,04775;-0,074554443359375
0,0478333333333333;-0,069488525390625
0,0479166666666667;-0,064361572265625
0,048;-0,05926513671875
0,0480833333333333;-0,054168701171875
0,0481666666666667;-0,049072265625
0,04825;-0,0439453125
0,0483333333333333;-0,038818359375
0,0484166666666667;-0,033721923828125
0,0485;-0,028594970703125
0,0485833333333333;-0,023468017578125
0,0486666666666667;-0,018341064453125
0,04875;-0,01324462890625
0,0488333333333333;-0,00811767578125
0,0489166666666667;-0,003082275390625
0,049;0,0020751953125
0,0490833333333333;0,007110595703125
0,0491666666666667;0,01226806640625
0,04925;0,017303466796875
0,0493333333333333;0,02239990234375
0,0494166666666667;0,027557373046875
0,0495;0,03253173828125
0,0495833333333333;0,037689208984375
0,0496666666666667;0,04278564453125
0,04975;0,047882080078125
0,0498333333333333;0,052947998046875
0,0499166666666667;0,05804443359375
0,05;0,06317138671875
0,0500833333333333;0,068206787109375
0,0501666666666667;0,07330322265625
0,05025;0,078399658203125
0,0503333333333333;0,08349609375
0,0504166666666667;0,08856201171875
0,0505;0,093597412109375
0,0505833333333333;0,0986328125
0,0506666666666667;0,103729248046875
0,05075;0,108734130859375
0,0508333333333333;0,113739013671875
0,0509166666666667;0,1187744140625
0,051;0,123687744140625
0,0510833333333333;0,128692626953125
0,0511666666666667;0,133575439453125
0,05125;0,13848876953125
0,0513333333333333;0,1434326171875
0,0514166666666667;0,14825439453125
0,0515;0,153106689453125
0,0515833333333333;0,157928466796875
0,0516666666666667;0,162689208984375
0,05175;0,167449951171875
0,0518333333333333;0,17218017578125
0,0519166666666667;0,176849365234375
0,052;0,181549072265625
0,0520833333333333;0,1861572265625
0,0521666666666667;0,190765380859375
0,05225;0,195343017578125
0,0523333333333333;0,199951171875
0,0524166666666667;0,20440673828125
0,0525;0,20892333984375
0,0525833333333333;0,213348388671875
0,0526666666666667;0,217803955078125
0,05275;0,22216796875
0,0528333333333333;0,2265625
0,0529166666666667;0,23089599609375
0,053;0,23516845703125
0,0530833333333333;0,23944091796875
0,0531666666666667;0,243682861328125
0,05325;0,247802734375
0,0533333333333333;0,251983642578125
0,0534166666666667;0,256103515625
0,0535;0,26025390625
0,0535833333333333;0,264312744140625
0,0536666666666667;0,268310546875
0,05375;0,2723388671875
0,0538333333333333;0,276336669921875
0,0539166666666667;0,28021240234375
0,054;0,284210205078125
0,0540833333333333;0,2880859375
0,0541666666666667;0,29193115234375
0,05425;0,295745849609375
0,0543333333333333;0,299468994140625
0,0544166666666667;0,303253173828125
0,0545;0,306884765625
0,0545833333333333;0,310516357421875
0,0546666666666667;0,31414794921875
0,05475;0,317626953125
0,0548333333333333;0,32110595703125
0,0549166666666667;0,32452392578125
0,055;0,327850341796875
0,0550833333333333;0,331207275390625
0,0551666666666667;0,334442138671875
0,05525;0,337615966796875
0,0553333333333333;0,340850830078125
0,0554166666666667;0,343902587890625
0,0555;0,346954345703125
0,0555833333333333;0,349945068359375
0,0556666666666667;0,352935791015625
0,05575;0,35589599609375
0,0558333333333333;0,35882568359375
0,0559166666666667;0,361602783203125
0,056;0,364501953125
0,0560833333333333;0,36724853515625
0,0561666666666667;0,37005615234375
0,05625;0,372802734375
0,0563333333333333;0,37542724609375
0,0564166666666667;0,378143310546875
0,0565;0,3807373046875
0,0565833333333333;0,38323974609375
0,0566666666666667;0,3858642578125
0,05675;0,388336181640625
0,0568333333333333;0,390869140625
0,0569166666666667;0,39337158203125
0,057;0,395751953125
0,0570833333333333;0,39813232421875
0,0571666666666667;0,400543212890625
0,05725;0,402801513671875
0,0573333333333333;0,4051513671875
0,0574166666666667;0,407379150390625
0,0575;0,409576416015625
0,0575833333333333;0,411865234375
0,0576666666666667;0,4139404296875
0,05775;0,416107177734375
0,0578333333333333;0,41815185546875
0,0579166666666667;0,420166015625
0,058;0,422210693359375
0,0580833333333333;0,424041748046875
0,0581666666666667;0,42596435546875
0,05825;0,427764892578125
0,0583333333333333;0,42950439453125
0,0584166666666667;0,431304931640625
0,0585;0,432952880859375
0,0585833333333333;0,434539794921875
0,0586666666666667;0,4361572265625
0,05875;0,437652587890625
0,0588333333333333;0,439117431640625
0,0589166666666667;0,44049072265625
0,059;0,441802978515625
0,0590833333333333;0,44317626953125
0,0591666666666667;0,44439697265625
0,05925;0,445556640625
0,0593333333333333;0,446746826171875
0,0594166666666667;0,447662353515625
0,0595;0,44879150390625
0,0595833333333333;0,44970703125
0,0596666666666667;0,4505615234375
0,05975;0,45147705078125
0,0598333333333333;0,45220947265625
0,0599166666666667;0,452850341796875
0,06;0,453582763671875
0,0600833333333333;0,454071044921875
0,0601666666666667;0,45465087890625
0,06025;0,4552001953125
0,0603333333333333;0,455474853515625
0,0604166666666667;0,45587158203125
0,0605;0,456146240234375
0,0605833333333333;0,456207275390625
0,0606666666666667;0,45648193359375
0,06075;0,456512451171875
0,0608333333333333;0,456512451171875
0,0609166666666667;0,45654296875
0,061;0,456390380859375
0,0610833333333333;0,456268310546875
0,0611666666666667;0,456085205078125
0,06125;0,455780029296875
0,0613333333333333;0,455535888671875
0,0614166666666667;0,455108642578125
0,0615;0,454742431640625
0,0615833333333333;0,45428466796875
0,0616666666666667;0,45367431640625
0,06175;0,4532470703125
0,0618333333333333;0,452606201171875
0,0619166666666667;0,451904296875
0,062;0,4512939453125
0,0620833333333333;0,450469970703125
0,0621666666666667;0,449737548828125
0,06225;0,448822021484375
0,0623333333333333;0,44793701171875
0,0624166666666667;0,44708251953125
0,0625;0,446075439453125
0,0625833333333333;0,44500732421875
0,0626666666666667;0,444000244140625
0,06275;0,442718505859375
0,0628333333333333;0,441650390625
0,0629166666666667;0,440460205078125
0,063;0,4390869140625
0,0630833333333333;0,4378662109375
0,0631666666666667;0,436431884765625
0,06325;0,434906005859375
0,0633333333333333;0,43359375
0,0634166666666667;0,431915283203125
0,0635;0,430419921875
0,0635833333333333;0,428863525390625
0,0636666666666667;0,4271240234375
0,06375;0,42547607421875
0,0638333333333333;0,4237060546875
0,0639166666666667;0,42181396484375
0,064;0,420013427734375
0,0640833333333333;0,418060302734375
0,0641666666666667;0,416107177734375
0,06425;0,41412353515625
0,0643333333333333;0,4119873046875
0,0644166666666667;0,409912109375
0,0645;0,407806396484375
0,0645833333333333;0,405548095703125
0,0646666666666667;0,4033203125
0,06475;0,400970458984375
0,0648333333333333;0,398651123046875
0,0649166666666667;0,396270751953125
0,065;0,3936767578125
0,0650833333333333;0,391265869140625
0,0651666666666667;0,388702392578125
0,06525;0,38604736328125
0,0653333333333333;0,383514404296875
0,0654166666666667;0,380706787109375
0,0655;0,37799072265625
0,0655833333333333;0,375152587890625
0,0656666666666667;0,372314453125
0,06575;0,36944580078125
0,0658333333333333;0,36651611328125
0,0659166666666667;0,363433837890625
0,066;0,360504150390625
0,0660833333333333;0,357330322265625
0,0661666666666667;0,354217529296875
0,06625;0,35113525390625
0,0663333333333333;0,347808837890625
0,0664166666666667;0,344635009765625
0,0665;0,34130859375
0,0665833333333333;0,337860107421875
0,0666666666666667;0,334564208984375
0,06675;0,3310546875
0,0668333333333333;0,32763671875
0,0669166666666667;0,324188232421875
0,067;0,320587158203125
0,0670833333333333;0,317047119140625
0,0671666666666667;0,313446044921875
0,06725;0,3096923828125
0,0673333333333333;0,306060791015625
0,0674166666666667;0,3023681640625
0,0675;0,298614501953125
0,0675833333333333;0,294830322265625
0,0676666666666667;0,29095458984375
0,06775;0,287109375
0,0678333333333333;0,283233642578125
0,0679166666666667;0,279296875
0,068;0,275360107421875
0,0680833333333333;0,2713623046875
0,0681666666666667;0,267333984375
0,06825;0,26336669921875
0,0683333333333333;0,2591552734375
0,0684166666666667;0,255157470703125
0,0685;0,2509765625
0,0685833333333333;0,24676513671875
0,0686666666666667;0,24267578125
0,06875;0,238372802734375
0,0688333333333333;0,23406982421875
0,0689166666666667;0,229827880859375
0,069;0,225433349609375
0,0690833333333333;0,22113037109375
0,0691666666666667;0,21673583984375
0,06925;0,212310791015625
0,0693333333333333;0,207916259765625
0,0694166666666667;0,203399658203125
0,0695;0,198974609375
0,0695833333333333;0,194549560546875
0,0696666666666667;0,189971923828125
0,06975;0,1854248046875
0,0698333333333333;0,180877685546875
0,0699166666666667;0,176239013671875
0,07;0,171661376953125
0,0700833333333333;0,167022705078125
0,0701666666666667;0,162353515625
0,07025;0,157684326171875
0,0703333333333333;0,152923583984375
0,0704166666666667;0,14825439453125
0,0705;0,14349365234375
0,0705833333333333;0,138702392578125
0,0706666666666667;0,1339111328125
0,07075;0,129119873046875
0,0708333333333333;0,124298095703125
0,0709166666666667;0,119415283203125
0,071;0,114532470703125
0,0710833333333333;0,10968017578125
0,0711666666666667;0,104736328125
0,07125;0,099884033203125
0,0713333333333333;0,094940185546875
0,0714166666666667;0,089996337890625
0,0715;0,085052490234375
0,0715833333333333;0,08013916015625
0,0716666666666667;0,07513427734375
0,07175;0,0701904296875
0,0718333333333333;0,065185546875
0,0719166666666667;0,060211181640625
0,072;0,0552978515625
0,0720833333333333;0,05029296875
0,0721666666666667;0,045257568359375
0,07225;0,040313720703125
0,0723333333333333;0,035247802734375
0,0724166666666667;0,030364990234375
0,0725;0,025360107421875
0,0725833333333333;0,020355224609375
0,0726666666666667;0,015380859375
0,07275;0,010406494140625
0,0728333333333333;0,00543212890625
0,0729166666666667;0,00048828125
0,073;-0,0045166015625
0,0730833333333333;-0,009429931640625
0,0731666666666667;-0,014434814453125
0,07325;-0,019378662109375
0,0733333333333333;-0,024322509765625
0,0734166666666667;-0,029266357421875
0,0735;-0,03424072265625
0,0735833333333333;-0,0391845703125
0,0736666666666667;-0,044158935546875
